Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Features,Downlink Tone,YSF Digital Enabled,DG-ID,Grid,Coverage,IRLP,Nets,Web links,Mixed-Mode,DMR ID,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,EchoLink,Worldwide,English,Rocky Mountain Wide,Northern Colorado Regional,Links,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Bandwidth,AllStar,Feed,WIRES-X,On-air,Southern Colorado,Central Regional,Wyoming,WyLOCAL,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,158.78,SW,,08,15212,38.6125,-106.543,447.65,442.65,,,,Gunnison,On-Air,KB0YNA,CCARC,2016-10-28,151.4,,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",151.4,,,,Gunnison valley and along East and west on Highway 50.,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,160.86,SE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,,,Cheyenne,On-Air,Delbert Noakes (KC0VJD),CCARC,2019-04-24,,,,,,"APRS Digireater &amp; iGate, Weather Station",,yes,Open ↑ / Open ↓,DM88RT,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35710,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,,162.07,NW,,56,43,41.79109955,-107.23799896,146.76,146.16,,,,Carbon,On-Air,CCARS,,2017-10-06,100,,,,,,,,,,Wide area.,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,,162.07,NW,,56,55,41.79109955,-107.23799896,147.39,147.99,,,,Carbon,On-Air,HERC,,2017-01-04,100,,,,,E-power.,,,,,Wide area.,,,,,,,,,,,,,,,,N7ZEF (EchoLink).,,,,,,,,"Full-time to 146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY . Full-time to 146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,,162.11,NW,,56,15548,41.79109955,-107.23899841,448.3,443.3,,,,Carbon,,,WRCG,2017-01-04,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,162.11,NW,,56,5791,41.79109955,-107.23899841,146.7,146.1,,,,Carbon,On-Air,,WRCG,2017-01-04,162.2,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,,162.11,NW,,56,15551,41.79109955,-107.23899841,449.8,444.8,,,,Carbon,,Wyocomm,WRCG,2017-01-04,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
445.05,-5,CC,WY7EOC,Rawlins,WY,CLOSED,,D,162.11,NW,,56,13858,41.79109955,-107.23899841,445.05,440.05,,,,Carbon,On-Air,Laramie County EM,WRCG,2019-12-12,,yes,11,WyDMR c Record retrieved from radioid.net,,,,,,DN61JS,Wide area.,,,,,315609,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,1,2,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,163.22,SSW,,08,7189,38.1347,-105.465,147.06,147.66,,,,Custer,On-Air,http://www.qsl.net/rghc,CCARC,2019-08-16,77,,,,,E-power,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,163.22,SSW,,08,248,38.1347,-105.465,448.15,443.15,,,,Custer,On-Air,Royal George ARC,CCARC,2017-03-11,103.5,,,,,E-power.,103.5,,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,163.22,SSW,,08,7192,38.1347,-105.465,927.775,902.775,,,,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,D116,,,,,,D116,,,,,,,,,,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,163.24,SSW,,08,15584,38.1347,-105.466,448.325,443.325,,,,Custer,On-Air,,,2017-01-06,100,,,,,,100,,,,,,,,,,,,,,,,,,,,The Fun Machine,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,163.24,SSW,,08,8218,38.1347,-105.466,919.1,894.1,,,,Pueblo,Off-Air,Pueblo HC,CCARC,2016-07-14,88.5,,,,,,CSQ,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,,163.8,E,ON - In Conference IRLP 0082,31,11025,41.12820053,-101.72000122,146.76,146.16,,,,Keith,On-Air,Charlie Allen,,2015-07-09,123,,,,,,,,,,,7349,Sun at 19:30. Wed at 20:00.,,,,,,,,,,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,751985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,165.51,S,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,,,,Pueblo,On-Air,K0JSC,CCARC,2017-03-11,100,,,,,2,100,,,DM78SA18,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,7301,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC dot Com,,,,,,,,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,,,,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,166.56,S,,08,245,38.04109955,-105.18499756,224.32,222.72,,,,Custer,Off-Air,Pueblo Ham Club,CCARC,2016-07-14,88.5,,,,,11,,,,DM78JA,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,166.56,S,,08,197,38.04109955,-105.18499756,447.175,442.175,,,,Pueblo,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,,11,,,,DM78JA,Wide area: Southeast Colorado.,,,http://www.puebloradio.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,103.5,KG7OMT,"Lusk, 77 Hill",WY,OPEN,,,167.75,N,,56,16404,42.84999847,-104.61699677,147.33,147.93,,,,Niobrara,On-Air,,,2019-07-16,103.5,,,,,,,,,DN72,,,,,,,,,,,,,,,,,,,"North of Manville, Wyoming has a good line of sight for miles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,174.98,WSW,Node Offline,08,200,39.4745,-107.772,146.76,146.16,,,,Garfield,Off-Air,"N0SWE, Roaring Fork Amateur Repeater Cooperative",CCARC,2015-06-03,107.2,,,,,E-power.,,,,DM69cl,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,,,,,,,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,175.48,SW,,08,161,38.5458,-106.925,449.95,444.95,,,,Gunnison,,K5GF,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,175.48,SW,,08,160,38.5458,-106.925,147.12,147.72,,,,Gunnison,On-Air,W0VTL,CCARC,2014-09-01,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,178.99,SSE,,08,167,37.99950027,-103.52899933,147.36,147.96,,,,Otero,On-Air,,,2018-09-30,,,,,,E-power,123,yes,Open ↑ / Open ↓,DM87FX,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,Yes; analog capable.,,,,,,,,,,,,KC0ITF,,Digital Wires-X,,,,,,,,,,,,,,,,,,,11360,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,,179.18,NNW,,56,50,42.95999908,-105.43000031,147.15,147.75,,,,Converse,On-Air,,,2017-03-05,,,,,,,,,,DN72GX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,,179.44,NNE,,31,12643,42.72890091,-103.11100006,147.36,147.96,,,,Dawes,Off-Air,,WB0CMC,2020-02-22,123,,,,,,123,,,,"Repeater down due to tower collapse Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,,,,,,,,,,,Pine Ridge Amateur Radio Club,,Repeater down due to tower collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,,179.92,NNW,,56,12433,42.73600006,-106.30899811,145.46,144.86,,,,Natrona,On-Air,W7QQA,WRCG,2017-01-04,110.9,,,,,,110.9,,,DN62UR,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,"Buffalo roll call, Tuesday night",http://wyoham.com,,,,,,,,,,,,,"Buffalo Radio Club, Casper Radio Club",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,100,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,180.32,NNW,,56,5,42.74290085,-106.30799866,145.235,144.635,,,,Natrona,On-Air,Casper ARC,,2019-10-23,100,,,,,"E-power, 15 watts, autopatch.",100,,,DN62UR,Wide Area,,,http://casperarc.net/wiki/index.php/145.235,,,,,,,,,,,,,,*[number] to dial # to hang up. 7 digit numbers only.,Autopatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,,181.05,NNW,,56,7,42.75249863,-106.31400299,146.64,146.04,,,,Natrona,Off-Air,CDK Net,WRCG,2017-01-04,173.8,,,,,E-power.,,,,DN62US,Regional.,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,Y,181.05,NNW,,56,75,42.75249863,-106.31400299,449.9,444.9,,,,Natrona,On-Air,Casper Amateur Radio Club,WRCG,2017-05-27,,,,,,,,yes,Open ↑ / Open ↓,DN62US,Metro area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11941,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,181.05,NNW,,56,6,42.75249863,-106.31400299,146.94,146.34,,,,Natrona,On-Air,Casper ARC,WRCG,2015-07-14,123,,,,,E-power.,123,,,DN62US,Wide area.,,RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,,,,,,,,,,,,,,,,,,,,,"Full-time to 147.39000 (KD7BN) at Rawlins, WY . Full-time to the Wyocom System .",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,,182.96,NNW,,56,67,42.7779007,-106.32900238,449.5,444.5,,,,Natrona,On-Air,Versatel,,2017-11-29,100,,,,,Solar Powered,,,,,"Wide area, linked to 147.390 Rawlins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,183.71,S,,08,247,37.77190018,-104.45600128,146.73,146.13,,,,Huerfano,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,,6,,,,DM77SS,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,183.97,S,,08,18345,37.77199936,-105.02200317,447.6,442.6,,,,Huerfano,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-12,88.5,yes,,c Record retrieved from radioid.net,,,88.5,,,DM77LS,,,,http://www.puebloradio.org/,Yes; analog capable.,,,,,,,,,,,,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,,186.79,NNW,,56,73,42.84820175,-106.30799866,449.575,444.575,,,,Natrona,On-Air,CDK Net,WRCG,2017-01-04,173.8,,,,,E-power.,173.8,,,DN62UU,Wide area: Casper Metro and large parts of Natrona county.,7707,,Casper ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,Y,186.81,NNW,,56,3542,42.84859848,-106.30799866,147.28,147.88,,,,Natrona,On-Air,Casper Amateur Radio Club,WRCG,2015-04-23,D032,,,,,E-power.,,yes,Open ↑ / Open ↓,DN62UU,Local Casper coverage.,,,http://casperarc.net/wiki/index.php/Main_Page,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,187.26,SW,,08,8179,38.8683,-107.592,147.33,147.93,,,,Delta,On-Air,North Fork Repeater Assoc.,CCARC,2016-05-16,107.2,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,,188.02,NNW,,56,63,42.86669922,-106.31199646,449.1,444.1,,,,Natrona,,NG7T,,2017-01-04,,,,,,E-power.,,,,,Wide area: 50 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,,188.04,NNW,,56,15537,42.86660004,-106.31300354,147.345,147.945,,,,Natrona,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,,188.04,NNW,,56,15529,42.86660004,-106.31300354,146.91,146.31,,,,Natrona,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,,188.04,NNW,,56,8686,42.86660004,-106.31300354,52.98,51.98,,,,Natrona,Off-Air,CARC,WRCG,2017-01-04,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9875,-5,CC,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,D,188.04,NNW,,56,15489,42.86660004,-106.31300354,449.9875,444.9875,,,,Natrona,On-Air,Laramie County EM,WRCG,2019-12-12,,yes,11,WyDMR c Record retrieved from radioid.net,,,,,,,Wide Area. 40 mi radius.,,,,,315606,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,1,2,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,,188.22,NNE,,31,17082,42.82939911,-103,446.3,446.3,,,,Dawes,On-Air,,,2018-07-06,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,,188.29,NNE,,31,11357,42.82649994,-102.98999786,145.62,145.62,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,2020-01-19,100,,,,,Voice ID,100,,,DN82MT,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",3936,,,,,,,,,,,,,,,,,IRLP status down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,189.39,WSW,,08,253,39.4519,-108.052,449.8,444.8,,,,Garfield,On-Air,,CCARC,2018-01-15,107.2,,,,,8,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,190.91,WSW,,08,36,39.2406,-107.961,449.5,444.5,,,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),CCARC,2016-07-01,107.2,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,195.38,WSW,,08,149,39.06669998,-107.93599701,145.355,144.755,,,,Mesa,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,,E-power.,123,,,,"Rifle to the east, several miles east of Green River, Utah to the west.",,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,Colorado Connection system of repeaters,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,195.43,WSW,,08,8763,39.0666,-107.937,449.65,444.65,,,,Mesa,On-Air,Keri Washburn,CCARC,2016-10-28,151.4,,,,,NWS weather alert system.,151.4,,,,Wide area coverage,8162,,,,,,,,,,,,,,,,11,,,,,,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,195.75,SE,,20,3559,38.91389847,-101.59400177,444.6,449.6,,,,Wallace,On-Air,WA0VJR,,2019-03-27,146.2,,,,,,,,,DM98EV,US-40 Repeater Coverage Map,3148,,,,,,,,,,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,196.32,SE,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,,,,Prowers,On-Air,Lamar ARC,CCARC,2019-12-29,123,,,,,Linked full time to 146.610 (N0LAR) repeater,123,,,DM-88,45,3774,NWS net: Daily 12:15pm,http://www.qrz.com/db/n0lar,,,,,,,,,,,,,,,,37784,,,,,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,196.74,SE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,,,,Prowers,On-Air,,,2019-12-21,162.2,yes,1,BrandMeister c Record retrieved from radioid.net,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,162.2,,,,,,,https://brandmeister.network/?page=repeater&amp;id=311409,,311409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,199.19,SSW,,08,14200,37.7531,-106.109,146.64,146.04,,,,Rio Grande,On-Air,,,2016-12-25,77,,,,,,77,,,,Low level local coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,199.51,SSW,,08,16645,37.75,-106.115,447.1,442.1,,,,Saguache,On-Air,,,2017-12-13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,199.61,WSW,,08,3755,38.9944,-107.973,447.35,442.35,,,,Delta,,Grand Mesa Repeater Assoc (GMRA),CCARC,2012-11-10,107.2,,,,,,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,199.82,SE,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,,,,Prowers,On-Air,Lamar Amateur Radio Club,CCARC,2019-12-29,123,,,,,,123,,,DM-88,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,3774,NWS Net 12:15pm daily,http://www.qrz.com/db/n0lar,,,,,,,,,,,,,,,,37784,,,,,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",,,,,,,,,,25,,,,,,,,,,,,,,,,,
